gene	CoPt_E_rep1	CoPt_H_rep1	CoPt_E_rep2	CoPt_H_rep2	CoPt_E_rep3	CoPt_H_rep3	CoPt_E_rep4	CoPt_H_rep4	Falu_E_rep1	Falu_H_rep1	Falu_E_rep3	Falu_E_rep4	Falu_H_rep4	Falu_E_rep6	Falu_H_rep6	Ftele_H_rep1	Ftele_E_rep3	Ftele_H_rep3	Ftele_E_rep5	Ftele_H_rep5	Ftele_E_rep6	Ftele_H_rep6
aten_0.1.m1.11492.m1	29.73	54.74	51.80	8.19	34.00	26.92	34.82	10.87	33.13	13.00	13.03	25.35	12.86	36.75	26.21	35.26	41.50	15.46	20.23	21.42	11.07	6.97
aten_0.1.m1.10157.m1	0.00	0.00	0.00	0.00	1.00	2.00	0.00	0.00	8.00	1.00	4.00	0.00	2.00	5.00	0.00	5.00	1.00	1.00	0.00	19.00	0.00	2.00
aten_0.1.m1.30901.m1	1.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.36	0.00	2.80	0.00	0.00	9.33	0.00	0.00	1.03	3.76	0.00	3.36
aten_0.1.m1.27442.m1	79.00	6.00	78.00	0.00	127.00	4.00	106.00	2.00	69.00	2.00	63.00	92.00	0.00	104.00	8.00	11.00	96.00	0.00	54.00	24.00	61.00	1.00
aten_0.1.m1.16911.m1	43.00	102.00	84.00	56.00	118.00	160.00	64.00	41.00	46.00	14.00	36.00	92.00	42.00	63.00	103.00	47.00	74.00	49.00	13.00	38.00	42.00	61.00
aten_0.1.m1.21282.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.37901.m1	0.00	1.00	1.00	0.00	0.00	1.00	2.00	0.00	1.00	0.00	0.00	9.00	10.00	24.00	10.00	0.00	11.00	9.00	2.00	0.00	3.00	0.00
aten_0.1.m1.26162.m1	0.00	0.00	0.00	0.00	0.00	0.00	3.00	0.00	1.00	0.00	0.00	0.00	0.00	3.00	0.00	0.00	3.00	1.00	2.00	4.00	4.00	2.00
aten_0.1.m1.1647.m1	81.00	122.00	145.00	43.00	180.00	188.00	148.00	134.00	150.00	74.00	105.00	123.00	87.00	95.00	185.00	140.00	86.00	109.00	43.00	133.00	64.00	91.00
aten_0.1.m1.6673.m1	4.00	1.00	1.00	1.00	7.00	0.00	1.00	0.00	3.00	2.00	0.00	0.00	1.00	3.00	1.00	1.00	1.00	1.00	3.00	4.00	3.00	1.00
aten_0.1.m1.4265.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.5293.m1	127.00	21.00	84.00	16.00	207.00	24.00	150.00	5.00	137.00	17.00	158.00	134.00	11.83	91.00	8.00	19.00	100.00	26.00	90.00	31.00	67.00	14.00
aten_0.1.m1.14493.m1	87.00	48.00	100.00	13.00	134.00	53.00	156.00	22.00	128.00	11.00	85.00	98.00	22.00	81.00	27.00	32.00	70.00	18.00	64.00	62.00	18.00	22.00
aten_0.1.m1.14293.m1	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.37550.m1	25.24	5.83	20.32	18.73	0.00	0.00	16.36	0.00	0.00	0.00	0.00	6.94	0.00	0.00	0.00	0.00	1.00	0.00	8.00	0.00	2.00	0.00
aten_0.1.m1.22191.m1	1333.00	1447.00	1380.00	1081.00	1644.00	2210.00	2259.00	1382.00	1375.00	1268.00	1681.00	1492.00	1180.00	1210.00	1073.00	1589.00	1260.00	1732.00	1116.00	1197.00	2036.00	1381.00
aten_0.1.m1.3207.m1	238.90	1044.03	265.34	722.52	114.65	107.19	144.22	133.07	155.34	540.75	176.48	217.14	118.19	188.17	1029.51	978.58	118.10	861.70	181.72	235.93	218.69	911.63
aten_0.1.m1.22084.m1	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.00	1.00	0.00	2.45	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.72	0.00	2.00
aten_0.1.m1.3786.m1	72.76	76.02	138.57	17.76	195.75	170.62	413.37	39.19	138.86	27.08	163.93	149.71	53.22	135.48	87.77	78.01	178.75	55.74	102.65	126.69	158.55	40.73
aten_0.1.m1.11893.m1	1.00	0.00	2.00	0.00	10.00	2.00	2.00	0.00	1.00	0.00	7.00	7.00	0.00	1.00	0.00	5.00	1.00	4.00	0.00	7.00	0.00	1.00
aten_0.1.m1.37191.m1	4.17	0.00	0.00	2.04	2.06	1.00	1.02	0.00	4.03	0.00	8.96	3.10	0.00	3.31	0.00	0.00	3.75	0.00	2.83	0.00	1.01	0.00
aten_0.1.m1.29216.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.00	0.00	1.00	2.00	0.00	2.00	0.00	0.00	0.00	0.00	2.00	4.00	0.00	0.00
aten_0.1.m1.26852.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.11018.m1	2580.00	1109.00	2970.00	499.00	2320.00	936.00	2890.00	559.00	2129.00	84.00	2100.00	2013.00	314.00	1642.00	626.00	380.00	1554.00	268.00	1155.00	752.00	3058.00	840.00
aten_0.1.m1.7906.m1	0.00	0.00	0.00	2.00	8.00	6.00	17.00	0.00	0.00	0.00	0.00	1.00	0.00	6.00	1.79	0.00	0.00	0.00	3.00	3.00	2.00	0.00
aten_0.1.m1.435.m1	83.97	7.00	82.00	37.00	142.00	11.00	97.00	1.00	55.00	2.00	65.60	61.00	0.00	56.00	5.00	3.00	29.00	3.00	34.60	21.00	18.00	1.00
aten_0.1.m1.24338.m1	34.00	5.00	111.00	13.00	6.00	8.00	27.00	5.00	81.00	7.00	7.00	23.00	18.00	28.00	8.00	3.00	1.00	3.00	10.00	6.00	16.00	6.00
aten_0.1.m1.34357.m1	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.15016.m1	128.00	231.00	169.00	42.00	249.00	348.00	256.00	106.00	245.00	122.00	209.00	300.00	192.00	201.00	333.00	260.00	265.00	250.00	113.00	238.00	117.00	97.00
aten_0.1.m1.31227.m1	1182.00	405.00	1165.00	50.00	1893.00	677.00	1561.00	209.00	1134.00	86.00	1299.00	1032.00	248.00	973.00	314.00	166.00	651.00	124.00	974.00	277.00	692.00	127.00
aten_0.1.m1.2625.m1	329.00	94.00	372.00	21.00	453.00	105.00	583.00	46.00	390.00	22.00	421.00	283.00	23.00	337.00	56.00	95.00	259.00	20.00	302.00	92.00	226.00	26.00
aten_0.1.m1.23771.m1	0.99	0.00	0.00	11.00	3.00	14.00	6.00	0.00	4.01	4.00	0.00	3.00	1.00	6.00	7.97	3.00	3.00	12.42	0.00	3.00	7.00	3.00
aten_0.1.m1.21616.m1	35.77	20.20	59.97	14.46	112.71	40.85	142.96	8.04	80.24	19.19	100.74	89.65	13.19	58.73	35.03	19.00	70.04	21.41	57.68	24.13	31.01	9.17
aten_0.1.m1.1272.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.16627.m1	1.00	0.00	0.00	0.00	0.00	4.00	0.00	0.00	0.00	0.00	0.00	0.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.9622.m1	280.00	288.00	494.00	71.00	467.00	362.00	470.00	151.00	428.00	37.00	342.00	535.00	67.00	290.00	114.00	349.00	384.00	32.00	142.00	131.00	161.00	62.00
aten_0.1.m1.2297.m1	35.00	30.00	32.00	4.00	43.00	109.00	19.00	107.00	37.00	33.00	45.00	43.00	68.00	52.00	252.00	41.00	64.00	123.00	30.00	115.00	25.00	135.00
aten_0.1.m1.1094.m1	583.00	13.00	730.00	10.00	1305.00	245.00	908.00	69.00	807.00	9.00	744.00	743.00	50.00	661.00	62.00	28.00	420.00	19.00	612.00	56.00	240.00	20.00
aten_0.1.m1.33236.m1	0.00	0.00	0.00	1.00	0.00	3.24	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00
aten_0.1.m1.37480.m1	1.00	3.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.31431.m1	0.00	0.00	1.51	0.00	2.00	0.00	1.00	6.40	1.39	0.00	3.33	1.00	0.00	0.00	0.00	0.00	0.00	0.00	5.12	6.20	0.00	0.00
aten_0.1.m1.18874.m1	304.00	104.00	267.00	122.00	387.00	118.00	283.00	43.00	165.00	54.00	306.00	234.00	40.00	163.00	55.00	166.00	133.00	33.00	240.00	244.00	230.00	51.00
aten_0.1.m1.12989.m1	12.57	1.07	21.26	4.00	19.32	1.08	16.81	0.00	28.75	0.00	8.64	2.21	0.00	21.46	1.20	2.09	11.56	2.00	16.75	1.03	3.23	1.25
aten_0.1.m1.5438.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.23113.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.26187.m1	1.00	0.00	2.00	0.00	6.00	0.00	3.00	1.00	1.00	0.00	0.00	2.00	3.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.21617.m1	90.09	31.80	127.04	27.54	203.60	72.75	197.96	28.40	106.91	19.77	137.95	128.41	23.39	108.49	21.97	23.35	60.53	30.27	119.30	26.13	89.08	7.83
aten_0.1.m1.10093.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.31123.m1	19.00	60.00	46.00	34.00	86.00	136.00	100.00	29.00	37.00	26.00	47.00	82.00	81.00	51.00	60.00	29.00	30.00	27.00	38.00	31.00	18.00	43.00
aten_0.1.m1.23348.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.99	0.00	0.00	0.00	0.00	1.65	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.22157.m1	96.00	26.00	153.00	8.00	115.00	26.00	183.00	18.00	116.00	3.00	70.00	102.00	3.00	76.00	12.00	16.00	24.00	5.00	47.00	19.00	25.00	8.00
aten_0.1.m1.1301.m1	199.00	726.00	292.00	407.00	454.00	1050.00	355.00	293.00	353.00	649.00	208.00	406.00	308.00	251.00	669.00	500.00	260.00	195.00	147.00	594.00	148.00	343.00
aten_0.1.m1.37809.m1	153.70	145.29	193.40	42.93	298.93	268.35	76.26	100.21	149.71	39.62	114.69	252.72	57.86	138.22	112.38	173.32	194.16	70.41	126.84	155.46	121.09	49.81
aten_0.1.m1.26204.m1	0.00	0.00	0.00	0.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.00	0.00	0.00	0.00	1.00	0.00	1.00	1.00
aten_0.1.m1.19705.m1	376.90	556.95	378.66	192.10	452.45	660.58	352.33	574.11	471.10	113.50	502.31	455.77	264.75	211.12	490.04	138.29	320.61	129.24	239.97	378.19	314.04	379.92
aten_0.1.m1.18023.m1	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	2.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	8.22
aten_0.1.m1.30571.m1	216.00	8.00	259.00	10.00	205.00	32.00	330.00	4.00	205.00	8.00	262.00	126.00	18.00	95.00	9.00	28.00	115.00	13.00	214.00	41.00	60.00	8.00
aten_0.1.m1.4656.m1	32.00	53.00	29.00	14.00	60.00	51.00	37.00	3.00	40.00	3.50	61.00	62.00	38.00	23.00	3.00	12.00	15.00	8.00	95.00	56.00	32.00	15.00
aten_0.1.m1.36487.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.29727.m1	1.99	0.00	2.00	0.00	0.00	0.00	0.96	2.64	2.62	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.33	0.00	0.00	0.00
aten_0.1.m1.16880.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.9751.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.21390.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.9074.m1	1.00	6.96	3.00	0.00	15.00	1.59	0.00	4.00	3.00	0.00	0.00	0.00	0.00	3.82	15.05	0.00	0.00	0.00	3.00	4.00	0.00	0.00
aten_0.1.m1.29005.m1	135.00	55.00	288.00	44.00	415.00	212.00	423.00	27.00	301.00	21.00	217.00	344.00	48.00	209.00	117.00	66.00	257.00	60.00	132.00	69.00	106.00	32.00
aten_0.1.m1.21945.m1	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	2.00	0.00	1.00	0.00
aten_0.1.m1.17679.m1	1.00	0.00	10.00	0.00	0.00	0.00	19.01	0.00	0.00	3.00	13.02	8.00	4.00	9.01	5.00	4.00	12.00	2.00	10.13	1.99	34.00	5.00
aten_0.1.m1.6204.m1	21.00	34.00	13.00	6.00	38.00	9.00	49.00	6.00	10.00	1.00	10.00	28.00	10.00	12.00	8.00	7.00	3.00	4.00	7.00	6.00	3.00	2.00
aten_0.1.m1.36773.m1	74.18	9.29	56.77	27.39	70.47	9.84	82.89	2.74	51.41	4.06	78.82	22.26	2.04	45.54	5.34	12.13	30.13	6.25	73.86	17.15	32.76	9.29
aten_0.1.m1.9800.m1	74.74	27.80	70.87	2.00	35.77	4.33	17.26	3.98	62.46	10.81	23.08	29.85	3.10	20.36	7.10	3.29	28.71	1.00	45.48	11.00	7.10	27.71
aten_0.1.m1.31384.m1	194.29	125.02	337.74	107.91	646.27	535.02	420.00	65.62	358.60	80.63	185.26	554.98	128.78	408.40	194.24	47.00	143.42	48.65	199.00	361.56	123.19	202.92
aten_0.1.m1.10341.m1	22.86	77.44	49.81	127.65	2.51	0.00	49.43	1.50	30.49	0.02	32.92	8.50	4.93	29.72	36.61	33.98	10.00	27.37	53.33	67.67	27.95	26.00
aten_0.1.m1.27801.m1	14.00	7.00	13.00	0.00	44.00	4.00	10.00	13.00	13.00	3.00	13.00	24.00	24.00	10.00	18.00	4.00	9.00	3.00	5.00	6.00	5.00	17.00
aten_0.1.m1.26526.m1	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.4632.m1	32.00	3.00	52.00	3.00	42.00	4.00	44.00	0.00	38.00	5.00	12.00	18.00	1.00	17.00	1.00	9.00	12.00	0.00	22.00	26.00	1.00	0.00
aten_0.1.m1.4579.m1	70.02	0.00	51.01	1.00	41.45	5.02	29.64	13.70	16.12	6.00	72.76	21.67	7.00	16.99	5.37	4.00	49.99	9.10	20.85	10.18	32.45	13.00
aten_0.1.m1.32253.m1	560.44	111.70	722.73	60.65	649.09	99.30	450.21	110.20	498.80	27.00	528.38	459.30	44.00	371.00	90.63	88.20	256.94	25.00	292.76	200.00	124.75	34.00
aten_0.1.m1.1763.m1	52.52	5.05	9.83	2.57	8.02	5.92	97.83	4.00	3.00	2.00	6.93	45.25	4.99	7.91	0.00	0.00	7.70	0.92	44.93	2.17	6.47	7.84
aten_0.1.m1.15648.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.24363.m1	116.00	549.00	148.00	254.00	466.00	1790.00	286.00	704.00	332.00	604.00	236.00	448.00	899.00	198.00	1035.00	843.00	279.00	1454.00	231.00	428.00	164.00	486.00
aten_0.1.m1.20695.m1	137.53	53.79	197.05	21.46	198.00	85.96	189.95	59.93	140.66	26.96	148.19	143.64	67.86	125.85	89.21	39.67	110.46	22.18	99.91	54.50	55.00	44.72
aten_0.1.m1.14102.m1	57.73	22.22	28.05	0.00	191.31	36.10	166.89	18.16	71.38	5.42	39.57	102.38	14.39	97.77	47.72	30.43	83.77	20.18	22.33	27.67	20.37	20.16
aten_0.1.m1.38314.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.10937.m1	13.00	5.00	23.00	0.00	75.00	27.00	11.00	30.00	33.00	1.00	14.00	48.00	4.00	98.00	127.00	1.00	18.00	2.00	13.00	4.00	2.00	0.00
aten_0.1.m1.21086.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.16491.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.6409.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	3.00
aten_0.1.m1.36258.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.34590.m1	14.00	3.00	15.00	5.00	22.00	12.00	28.00	2.00	20.00	0.00	15.00	31.00	2.00	11.00	0.00	1.00	3.00	0.00	7.00	6.00	8.00	7.00
aten_0.1.m1.18123.m1	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.00	0.00	0.00	0.00	0.00
aten_0.1.m1.1729.m1	22.01	2.00	0.00	0.00	17.19	0.00	3.00	1.00	2.00	0.00	6.00	2.00	0.00	3.00	0.00	0.00	1.00	1.00	10.00	1.00	0.00	3.00
aten_0.1.m1.28526.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.18086.m1	5.37	0.00	5.35	0.00	3.37	2.18	7.00	0.00	1.00	0.00	2.41	2.03	0.78	0.90	0.83	0.00	0.00	0.00	2.02	0.00	1.32	0.00
aten_0.1.m1.6543.m1	1128.00	913.00	889.00	502.00	1126.00	1152.00	1023.00	630.00	846.00	432.00	845.00	839.00	420.00	703.00	600.00	637.00	657.00	446.00	733.00	846.00	820.00	610.00
aten_0.1.m1.5858.m1	217.00	217.00	264.00	150.00	368.00	332.00	384.00	91.00	273.00	100.00	282.00	291.00	94.00	222.00	150.00	159.00	191.00	67.00	171.00	180.00	150.00	92.00
aten_0.1.m1.4800.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.30421.m1	268.00	185.00	216.00	172.00	404.00	210.00	406.00	386.00	136.00	176.00	487.00	170.00	320.00	284.00	328.00	1500.00	224.88	111.00	347.00	154.00	256.00	209.00
aten_0.1.m1.10390.m1	5.01	16.51	12.13	0.00	0.00	0.90	6.80	0.38	0.88	0.00	0.00	22.47	4.92	24.33	12.55	0.00	10.61	2.88	0.00	1.30	0.00	0.00
aten_0.1.m1.9720.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.11626.m1	0.00	0.00	6.00	7.00	0.00	0.00	4.00	12.00	4.00	0.00	1.00	6.00	4.00	4.00	4.00	1.00	0.00	0.00	1.00	0.00	35.00	6.00
aten_0.1.m1.20834.m1	22.00	3.00	49.00	2.00	49.00	9.00	44.00	6.00	39.00	3.00	24.00	30.00	1.00	29.00	2.00	27.00	11.00	2.00	18.00	31.00	7.00	3.00
aten_0.1.m1.14455.m1	357.00	75.00	353.00	8.00	620.00	53.00	733.00	42.00	321.00	30.00	389.00	307.00	53.00	257.00	45.00	56.00	324.00	57.00	325.00	48.00	324.00	28.00
aten_0.1.m1.724.m1	18.00	11.00	6.00	0.00	20.00	4.00	27.00	0.00	6.00	0.00	0.00	21.00	3.00	17.00	0.00	0.00	2.00	4.00	2.00	1.00	3.00	0.00
aten_0.1.m1.25146.m1	14.00	10.00	50.00	8.00	70.00	22.00	44.00	2.00	37.00	0.00	46.00	45.00	18.00	22.00	19.00	12.00	16.00	9.00	22.00	7.00	19.00	17.00
aten_0.1.m1.18478.m1	64.00	84.00	142.00	21.00	294.00	236.00	138.00	31.00	173.00	22.00	116.00	177.00	46.00	94.00	80.00	61.00	92.00	28.00	50.00	60.00	35.00	50.00
aten_0.1.m1.10969.m1	51.73	11.66	47.08	1.75	66.41	10.39	39.71	10.99	62.84	9.21	33.77	77.50	0.00	55.87	2.66	9.27	30.57	2.56	48.32	28.46	43.21	2.32
aten_0.1.m1.34327.m1	11.00	28.00	8.95	12.00	21.00	28.21	19.00	19.30	20.95	18.00	3.00	3.00	14.00	6.00	14.99	29.99	12.99	28.99	2.99	33.97	11.78	13.57
aten_0.1.m1.15179.m1	450.36	288.68	210.29	146.90	455.94	263.52	388.07	315.65	118.57	97.59	438.97	309.84	156.51	275.39	159.83	136.69	360.50	216.11	358.69	210.30	368.38	51.16
aten_0.1.m1.16420.m1	14.00	27.00	106.00	83.00	86.00	130.00	55.00	153.00	287.00	239.00	38.00	82.00	302.00	38.00	110.00	95.00	66.00	325.00	4.00	0.00	78.00	92.00
aten_0.1.m1.2537.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.366.m1	1.00	1.00	4.00	0.00	2.00	0.00	4.00	0.00	9.00	0.00	4.00	1.00	0.00	0.00	0.00	3.00	1.00	0.00	4.00	5.00	1.00	0.00
aten_0.1.m1.15820.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.14403.m1	48.43	3.00	59.51	0.00	35.07	7.75	68.87	3.00	44.00	13.00	60.31	48.18	1.00	59.49	5.99	24.01	24.12	5.00	52.81	30.00	45.98	5.00
aten_0.1.m1.31523.m1	1.00	0.00	0.00	0.00	2.00	0.00	5.78	0.00	0.97	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.60	0.00	4.00	0.00
aten_0.1.m1.273.m1	0.00	0.00	2.00	0.00	7.00	2.00	0.00	0.00	12.00	1.00	5.00	5.00	2.00	3.00	6.00	2.00	0.00	0.00	6.00	4.00	5.00	3.00
aten_0.1.m1.22006.m1	22.50	16.48	21.00	33.44	42.00	112.00	27.00	20.06	18.00	12.00	20.00	12.00	38.00	18.00	46.70	42.54	5.00	29.81	13.00	22.84	6.00	24.00
aten_0.1.m1.22136.m1	144.00	38.00	110.00	13.00	185.00	78.00	160.00	24.00	82.00	6.00	122.00	143.00	48.00	109.00	19.00	34.00	72.00	14.00	217.00	42.00	65.00	9.00
aten_0.1.m1.19851.m1	25.00	11.00	36.00	6.00	42.00	35.00	56.00	16.00	42.00	14.00	27.00	43.00	31.00	37.00	25.00	15.00	19.00	17.00	28.00	16.00	9.00	17.00
aten_0.1.m1.30167.m1	5.01	6.00	6.20	0.00	9.42	3.07	7.80	1.13	1.49	0.00	1.02	2.89	2.00	0.88	0.00	0.00	1.17	0.00	1.78	0.00	2.03	6.05
aten_0.1.m1.13290.m1	155.00	104.00	214.00	71.00	403.00	127.00	311.00	33.00	328.00	57.00	251.00	327.00	37.00	287.00	83.00	79.00	232.00	69.00	109.00	73.00	169.00	151.00
aten_0.1.m1.37603.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.22818.m1	3.07	26.60	18.54	17.85	29.68	25.17	8.08	8.00	14.24	18.62	4.04	15.25	6.40	8.28	7.48	6.78	8.50	11.87	1.00	6.14	5.71	12.83
aten_0.1.m1.21781.m1	1.05	1.00	1.01	0.00	0.00	3.08	1.00	0.00	1.02	3.45	0.00	0.00	1.00	0.00	1.01	0.00	0.00	0.00	2.00	0.00	0.00	1.38
aten_0.1.m1.18842.m1	5.00	10.00	9.00	2.00	7.00	11.00	1.00	2.00	7.00	5.00	5.00	1.00	9.00	0.00	17.00	5.00	0.00	2.00	4.00	14.00	2.00	4.00
aten_0.1.m1.5599.m1	27.00	25.00	47.00	5.00	89.00	5.00	67.00	0.00	46.00	4.00	82.00	47.00	4.00	48.00	0.00	11.00	32.00	3.00	26.00	16.00	16.00	2.00
aten_0.1.m1.27495.m1	103.00	21.00	28.00	12.00	20.00	20.00	84.00	1.00	17.00	0.00	31.00	12.00	0.00	32.00	5.00	9.00	38.00	1.00	45.00	19.00	15.00	1.00
aten_0.1.m1.12034.m1	19.00	9.00	52.00	7.00	109.00	53.00	119.00	8.00	65.00	7.00	50.00	84.00	20.00	52.00	35.00	14.00	89.00	18.00	25.00	17.00	30.00	13.00
aten_0.1.m1.35605.m1	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.18904.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.9363.m1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aten_0.1.m1.26771.m1	11.17	0.00	13.00	0.00	0.00	0.00	0.00	3.00	3.03	0.00	6.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00
